Značka,Model,První registrace,Cena,Najeto,Výkon,Palivo,Spotřeba,Převodovka
Opel,Astra,4/2024,681 260 Kč,50 km,96 kW,Benzín,4.5 l/100km,Automat
Citroën,C4,8/2022,681 260 Kč,6 000 km,100 kW,Elektro,15.3 kWh/100km,Automat
Opel,Astra,10/2024,680 760 Kč,10 km,100 kW,Benzín,4.3 l/100km,Automat
Audi,A1,11/2023,679 760 Kč,3 989 km,70 kW,Benzín,4.9 l/100km,Manuál
BMW,118,1/2022,678 760 Kč,53 249 km,110 kW,Diesel,4.8 l/100km,Automat
Audi,A6,10/2020,675 260 Kč,100 500 km,120 kW,Diesel,4.7 l/100km,Automat
Volkswagen,T-Cross,12/2024,675 260 Kč,0 km,85 kW,Benzín,5.1 l/100km,Manuál
BMW,X2,7/2019,673 760 Kč,90 096 km,140 kW,Diesel,5.8 l/100km,Automat
Škoda,Superb,2/2021,673 260 Kč,153 070 km,147 kW,Diesel,5 l/100km,Automat
Audi,A4,3/2022,673 260 Kč,116 300 km,150 kW,Diesel,4.7 l/100km,Automat
MG,MG4,11/2023,672 260 Kč,8 550 km,150 kW,Elektro,,Automat
Renault,Clio,1/2024,670 760 Kč,2 300 km,107 kW,Hybrid,,Automat
Lynk & Co,01,12/2022,668 260 Kč,74 500 km,192 kW,Hybrid,,Automat
Ford,Kuga,1/2022,668 260 Kč,32 200 km,140 kW,Benzín,5.7 l/100km,Automat
Jeep,Renegade,10/2022,667 760 Kč,25 km,96 kW,Benzín,5.7 l/100km,Automat
Hyundai,i30,7/2024,667 760 Kč,12 km,118 kW,Benzín,4.7 l/100km,Manuál
Volkswagen,T-Roc,6/2021,667 260 Kč,53 500 km,110 kW,Benzín,6.4 l/100km,Automat
Kia,Ceed,3/2025,667 260 Kč,10 km,103 kW,Benzín,6 l/100km,Automat
Volkswagen,T-Cross,1/2025,667 260 Kč,1 km,85 kW,Benzín,4.9 l/100km,Automat
Audi,A4,12/2021,665 260 Kč,45 973 km,110 kW,Benzín,5.7 l/100km,Automat
Opel,Vivaro,3/2018,664 260 Kč,166 635 km,107 kW,Diesel,5.8 l/100km,Manuál
Volkswagen,T-Cross,4/2024,664 260 Kč,4 409 km,85 kW,Benzín,4.9 l/100km,Automat
Fiat,Ducato,5/2021,663 260 Kč,48 000 km,103 kW,Diesel,7.2 l/100km,Manuál
Audi,A1,2/2024,663 260 Kč,7 900 km,81 kW,Benzín,4.9 l/100km,Automat
Renault,Trafic,10/2020,662 260 Kč,104 935 km,88 kW,Diesel,6 l/100km,Manuál
Mitsubishi,Colt,11/2023,660 760 Kč,4 570 km,105 kW,Hybrid,,Automat
Nissan,Qashqai,6/2024,659 260 Kč,13 889 km,116 kW,Benzín,5.9 l/100km,Automat
Ford,Focus,9/2024,655 760 Kč,10 km,92 kW,Benzín,5.2 l/100km,Manuál
Audi,A4,2/2022,655 260 Kč,150 000 km,150 kW,Diesel,4.7 l/100km,Automat
Opel,Corsa,5/2024,655 260 Kč,5 km,100 kW,Elektro,15.8 kWh/100km,Automat
Mazda,2,11/2023,655 260 Kč,300 km,85 kW,Hybrid,4.1 l/100km,Automat
Opel,Vivaro,8/2023,654 760 Kč,16 300 km,107 kW,Diesel,7.3 l/100km,Manuál
Seat,Ateca,12/2024,654 760 Kč,10 km,85 kW,Benzín,5.4 l/100km,Manuál
Seat,Leon,1/2023,653 760 Kč,36 034 km,150 kW,Hybrid,,Automat
MG,EHS,12/2022,653 760 Kč,24 000 km,190 kW,Hybrid,,Automat
Citroën,Jumper,1/2020,652 760 Kč,40 774 km,103 kW,Diesel,6.4 l/100km,Manuál
BMW,218 Gran Tourer,7/2021,652 260 Kč,52 350 km,110 kW,Diesel,5.3 l/100km,Automat
BMW,118,1/2022,649 760 Kč,62 163 km,110 kW,Diesel,4.6 l/100km,Manuál
DS Automobiles,DS4,2/2023,649 760 Kč,38 917 km,96 kW,Diesel,5.2 l/100km,Automat
Audi,A1,1/2024,649 260 Kč,5 500 km,70 kW,Benzín,4.9 l/100km,Automat
Ford,Kuga,11/2023,647 260 Kč,18 000 km,110 kW,Benzín,6.6 l/100km,Manuál
Nissan,Juke,5/2024,644 760 Kč,18 027 km,105 kW,Hybrid,,Automat
Mercedes-Benz,CLA 250 Shooting Brake,12/2018,643 260 Kč,95 930 km,155 kW,Benzín,7.8 l/100km,Automat
Fiat,Doblo,8/2023,642 760 Kč,1 500 km,100 kW,Elektro,22 kWh/100km,Automat
Mercedes-Benz,C 300,8/2020,641 760 Kč,110 133 km,235 kW,Hybrid,6.6 l/100km,Automat
Toyota,RAV4,3/2018,641 260 Kč,71 510 km,145 kW,Benzín,,Automat
Mercedes-Benz,A 180,7/2022,640 260 Kč,41 000 km,85 kW,Diesel,4.6 l/100km,Manuál
Citroën,C4,2/2024,640 260 Kč,97 km,100 kW,Elektro,,Automat
Fiat,500,7/2022,640 260 Kč,1 km,70 kW,Elektro,,Automat
Citroën,C4,3/2023,637 260 Kč,7 155 km,100 kW,Elektro,,Automat
Jeep,Renegade,11/2022,637 260 Kč,37 839 km,140 kW,Hybrid,1.9 l/100km,Automat
Volkswagen,T-Cross,1/2025,635 760 Kč,1 km,85 kW,Benzín,5.1 l/100km,Manuál
Mercedes-Benz,C 220,8/2020,635 260 Kč,91 700 km,143 kW,Diesel,5.2 l/100km,Automat
Audi,A3,3/2023,635 260 Kč,56 960 km,110 kW,Benzín,5.6 l/100km,Automat
Mercedes-Benz,Citan,1/2023,634 260 Kč,15 040 km,70 kW,Diesel,5.2 l/100km,Manuál
Citroën,C4,8/2023,631 760 Kč,6 km,100 kW,Elektro,15.2 kWh/100km,Automat
Audi,A3,5/2021,629 760 Kč,49 000 km,147 kW,Hybrid,4.6 l/100km,Automat
MINI,One D Countryman,4/2021,628 760 Kč,53 826 km,85 kW,Diesel,4.9 l/100km,Automat
Volvo,V60,12/2021,628 760 Kč,145 000 km,145 kW,Diesel,6.2 l/100km,Automat
Citroën,C4,6/2023,628 760 Kč,3 780 km,100 kW,Elektro,15.3 kWh/100km,Automat
Škoda,Kodiaq,4/2021,628 760 Kč,93 639 km,110 kW,Benzín,6.6 l/100km,Manuál
Peugeot,208,12/2022,628 760 Kč,7 900 km,100 kW,Elektro,15.5 kWh/100km,Automat
Volkswagen,Passat,8/2022,628 260 Kč,81 353 km,140 kW,Benzín,7.2 l/100km,Automat
Mercedes-Benz,A 250,12/2022,627 260 Kč,55 037 km,160 kW,Hybrid,,Automat
Alfa Romeo,Stelvio,9/2021,626 760 Kč,98 715 km,140 kW,Diesel,5.6 l/100km,Automat
Lancia,Ypsilon,5/2024,626 760 Kč,8 360 km,74 kW,Hybrid,,Automat
Nissan,Qashqai,1/2023,626 760 Kč,52 916 km,116 kW,Benzín,5.9 l/100km,Automat
Ford,Transit Custom,12/2019,626 260 Kč,75 326 km,125 kW,Diesel,6.2 l/100km,Manuál
Hyundai,Kona,7/2023,626 260 Kč,11 071 km,100 kW,Elektro,,Automat
Renault,Clio,6/2024,625 760 Kč,1 000 km,105 kW,Hybrid,4.3 l/100km,Automat
Volkswagen,Golf,6/2021,624 760 Kč,43 186 km,150 kW,Hybrid,,Automat
Citroën,C5 Aircross,6/2022,624 260 Kč,27 402 km,96 kW,Diesel,5.2 l/100km,Automat
Volkswagen,Touran,1/2022,622 260 Kč,125 635 km,110 kW,Diesel,4.9 l/100km,Automat
MG,ZS,8/2023,621 760 Kč,1 km,82 kW,Benzín,6.8 l/100km,Automat
Volkswagen,Passat,6/2023,619 760 Kč,123 050 km,110 kW,Diesel,5 l/100km,Automat
Volvo,XC40,1/2020,619 760 Kč,76 510 km,111 kW,Diesel,4.9 l/100km,Manuál
Peugeot,3008,2/2024,618 760 Kč,13 159 km,96 kW,Benzín,6.2 l/100km,Manuál
Volkswagen,Caddy,2/2023,618 760 Kč,26 018 km,84 kW,Benzín,5.8 l/100km,Manuál
Ford,Kuga,6/2021,618 760 Kč,74 750 km,165 kW,Hybrid,1 l/100km,Automat
Volkswagen,Taigo,1/2023,618 260 Kč,111 405 km,81 kW,Benzín,4.9 l/100km,Automat
MINI,One D Countryman,3/2020,617 760 Kč,43 756 km,85 kW,Diesel,4.9 l/100km,Automat
Mercedes-Benz,Citan,8/2023,617 260 Kč,9 690 km,85 kW,Diesel,5.5 l/100km,Manuál
BMW,116,3/2023,616 260 Kč,32 985 km,85 kW,Diesel,4.5 l/100km,Automat
BMW,318 Gran Turismo,6/2020,616 260 Kč,90 000 km,100 kW,Diesel,4.8 l/100km,Automat
BMW,116,6/2023,616 260 Kč,27 576 km,80 kW,Benzín,5.5 l/100km,Automat
Citroën,C5 Aircross,3/2023,616 260 Kč,40 560 km,96 kW,Diesel,5.2 l/100km,Automat
Seat,Leon,6/2021,616 260 Kč,28 789 km,110 kW,Hybrid,,Automat
Ford,Kuga,2/2022,614 760 Kč,92 769 km,165 kW,Hybrid,1.2 l/100km,Automat
Hyundai,Inster,12/2024,614 260 Kč,10 km,71 kW,Elektro,14.3 kWh/100km,Automat
BMW,X2,10/2020,614 260 Kč,48 234 km,162 kW,Hybrid,,Automat
Audi,Q2,1/2023,613 260 Kč,21 586 km,81 kW,Benzín,5.8 l/100km,Manuál
Ford,Focus,7/2024,612 260 Kč,1 724 km,92 kW,Benzín,5.3 l/100km,Manuál
Nissan,Leaf,2/2024,610 260 Kč,15 800 km,110 kW,Elektro,16.7 kWh/100km,Automat
Volkswagen,Golf,2/2020,608 760 Kč,45 363 km,110 kW,Diesel,4.3 l/100km,Automat
BMW,X2,11/2021,608 260 Kč,93 647 km,100 kW,Benzín,5.9 l/100km,Automat
BMW,X2,3/2018,603 760 Kč,109 000 km,140 kW,Diesel,5.8 l/100km,Automat
Škoda,Kodiaq,8/2021,603 760 Kč,63 438 km,110 kW,Benzín,6.9 l/100km,Automat
Volkswagen,ID.3,12/2021,602 260 Kč,23 784 km,107 kW,Elektro,,Automat
Volkswagen,ID.3,5/2022,602 260 Kč,68 720 km,152 kW,Elektro,,Automat
Mercedes-Benz,Vito,8/2021,602 260 Kč,106 180 km,100 kW,Diesel,7.3 l/100km,Automat
Ford,Transit Connect,2/2024,602 260 Kč,49 km,55 kW,Diesel,4.6 l/100km,Manuál
Volkswagen,Sharan,11/2019,602 260 Kč,169 000 km,130 kW,Diesel,6.2 l/100km,Automat
Cupra,Leon,6/2021,601 760 Kč,145 265 km,180 kW,Hybrid,,Automat
Audi,A4,6/2021,601 760 Kč,98 855 km,120 kW,Diesel,4.1 l/100km,Automat
Ford,Puma,10/2023,601 760 Kč,9 275 km,114 kW,Benzín,5.6 l/100km,Manuál
Škoda,Karoq,1/2022,601 260 Kč,104 500 km,110 kW,Diesel,4.6 l/100km,Manuál
Jeep,Compass,4/2021,599 760 Kč,20 769 km,110 kW,Benzín,5.5 l/100km,Automat
Audi,A3,12/2021,599 760 Kč,50 524 km,150 kW,Hybrid,6.1 l/100km,Automat
Fiat,500X,6/2024,598 760 Kč,1 km,96 kW,Benzín,5.6 l/100km,Automat
Opel,Mokka,3/2022,596 760 Kč,19 990 km,96 kW,Benzín,4.9 l/100km,Automat
Mercedes-Benz,A 200,11/2021,595 260 Kč,57 862 km,120 kW,Benzín,5.8 l/100km,Manuál
Mercedes-Benz,CLA 200,10/2019,594 260 Kč,145 544 km,110 kW,Diesel,5.1 l/100km,Automat
Toyota,C-HR,3/2023,592 760 Kč,97 123 km,90 kW,Hybrid,4.7 l/100km,Automat
BMW,118,9/2020,592 760 Kč,28 010 km,103 kW,Benzín,5.9 l/100km,Automat
Audi,A1,8/2023,591 760 Kč,34 999 km,81 kW,Benzín,4.9 l/100km,Automat
BMW,X1,11/2021,591 260 Kč,90 200 km,162 kW,Hybrid,,Automat
Seat,Ateca,7/2021,590 760 Kč,59 941 km,110 kW,Benzín,5.7 l/100km,Automat
Peugeot,308,3/2023,590 260 Kč,12 900 km,96 kW,Benzín,5.2 l/100km,Manuál
Mercedes-Benz,A 180,1/2021,590 260 Kč,108 000 km,85 kW,Diesel,5 l/100km,Automat
Jeep,Renegade,2/2022,588 260 Kč,63 575 km,177 kW,Hybrid,2 l/100km,Automat
Audi,A4,7/2018,587 760 Kč,48 118 km,110 kW,Benzín,5.3 l/100km,Automat
Jeep,Renegade,1/2023,587 260 Kč,30 514 km,95 kW,Benzín,5.3 l/100km,Automat
Ford,Puma,6/2023,583 760 Kč,24 500 km,114 kW,Benzín,6.1 l/100km,Automat
Citroën,C5 Aircross,6/2023,583 260 Kč,21 256 km,96 kW,Diesel,5.2 l/100km,Automat
Fiat,500X,10/2023,582 760 Kč,21 178 km,96 kW,Benzín,5.7 l/100km,Automat
Seat,Ateca,2/2023,579 760 Kč,81 464 km,85 kW,Diesel,4.4 l/100km,Manuál
