Značka,Model,První registrace,Cena,Najeto,Výkon,Palivo,Spotřeba,Převodovka
Mercedes-Benz,C 300,10/2022,971 760 Kč,20 467 km,190 kW,Benzín,,Automat
Mitsubishi,Eclipse Cross,12/2024,966 760 Kč,50 km,138 kW,Ostatní,,Automat
Kia,Sportage,6/2023,958 260 Kč,11 100 km,169 kW,Hybrid,,Automat
Volvo,C40,3/2023,953 760 Kč,9 895 km,170 kW,Elektro,,Automat
Cupra,Terramar,3/2025,946 260 Kč,199 km,110 kW,Benzín,6.2 l/100km,Automat
Audi,A6,12/2020,945 260 Kč,86 300 km,270 kW,Hybrid,1.5 l/100km,Automat
Hyundai,IONIQ 6,11/2023,945 260 Kč,14 390 km,168 kW,Elektro,,Automat
Mercedes-Benz,EQA,1/2024,945 260 Kč,16 613 km,140 kW,Elektro,,Automat
Mercedes-Benz,GLA 200,7/2023,944 260 Kč,27 107 km,120 kW,Benzín,6.2 l/100km,Automat
Kia,EV3,3/2025,941 760 Kč,12 km,150 kW,Elektro,,Automat
Peugeot,408,1/2023,940 260 Kč,12 480 km,165 kW,Hybrid,,Automat
Volkswagen,T6 Transporter,9/2021,939 760 Kč,88 000 km,110 kW,Diesel,7.8 l/100km,Manuál
Volvo,EX30,2/2025,937 760 Kč,1 500 km,200 kW,Elektro,17 kWh/100km,Automat
Volkswagen,Arteon,10/2023,926 260 Kč,12 562 km,160 kW,Hybrid,,Automat
Toyota,Yaris Cross,12/2024,925 760 Kč,0 km,85 kW,Hybrid,,Automat
Kia,EV3,1/2025,924 760 Kč,10 km,150 kW,Elektro,,Automat
BMW,530,9/2021,919 260 Kč,55 517 km,215 kW,Hybrid,,Automat
Cupra,Leon,10/2024,918 760 Kč,5 km,110 kW,Diesel,6.2 l/100km,Automat
Volkswagen,ID.4,1/2023,918 260 Kč,15 418 km,150 kW,Elektro,,Automat
Tesla,Model Y,9/2022,915 760 Kč,69 030 km,378 kW,Elektro,16.9 kWh/100km,Automat
Mercedes-Benz,Vito,8/2023,912 260 Kč,23 800 km,120 kW,Diesel,7.2 l/100km,Manuál
Renault,Symbioz,12/2024,905 760 Kč,5 km,105 kW,Hybrid,4.8 l/100km,Automat
Volvo,V90,1/2022,903 260 Kč,57 550 km,253 kW,Hybrid,,Automat
MINI,Cooper SE Countryman,2/2023,902 260 Kč,19 000 km,165 kW,Hybrid,7.2 l/100km,Automat
Audi,SQ2,1/2020,901 760 Kč,30 300 km,221 kW,Benzín,8.3 l/100km,Automat
Kia,Sportage,2/2022,899 260 Kč,48 000 km,199 kW,Hybrid,,Automat
Mercedes-Benz,C 400,1/2019,896 260 Kč,76 785 km,245 kW,Benzín,7.9 l/100km,Automat
Volkswagen,Touran,11/2024,892 760 Kč,100 km,110 kW,Benzín,6.3 l/100km,Manuál
Volvo,XC90,6/2020,892 760 Kč,143 000 km,173 kW,Diesel,5.9 l/100km,Automat
BMW,320,3/2022,889 760 Kč,16 473 km,135 kW,Benzín,6.3 l/100km,Automat
Kia,Niro,4/2024,888 760 Kč,5 105 km,150 kW,Elektro,,Automat
Audi,Q5,8/2020,884 260 Kč,123 250 km,185 kW,Benzín,7.2 l/100km,Automat
Peugeot,508,10/2024,881 760 Kč,20 km,96 kW,Diesel,5.4 l/100km,Automat
Mercedes-Benz,GLA 250,3/2022,879 260 Kč,48 000 km,160 kW,Hybrid,,Automat
Cupra,Ateca,10/2023,876 260 Kč,59 000 km,221 kW,Benzín,9 l/100km,Automat
Lynk & Co,01,3/2024,873 760 Kč,5 km,132 kW,Hybrid,1 l/100km,Automat
Volkswagen,Golf,12/2024,866 260 Kč,0 km,110 kW,Benzín,5.8 l/100km,Automat
Volvo,XC90,4/2019,854 260 Kč,90 000 km,173 kW,Diesel,6.6 l/100km,Automat
DS Automobiles,DS7 Crossback,12/2022,852 760 Kč,18 668 km,165 kW,Hybrid,,Automat
Volkswagen,Passat,5/2024,852 260 Kč,26 000 km,150 kW,Hybrid,,Automat
Maserati,Levante,2/2017,850 260 Kč,105 000 km,202 kW,Diesel,7.1 l/100km,Automat
Land Rover,Range Rover Evoque,7/2022,847 760 Kč,33 659 km,121 kW,Diesel,5 l/100km,Manuál
Volkswagen,Golf,12/2023,843 260 Kč,1 km,150 kW,Hybrid,,Automat
Mercedes-Benz,Vito,1/2020,839 760 Kč,78 000 km,120 kW,Diesel,7.4 l/100km,Automat
Mercedes-Benz,CLA 250,4/2020,836 760 Kč,34 895 km,165 kW,Benzín,6.2 l/100km,Automat
Jeep,Avenger,11/2024,826 760 Kč,1 km,74 kW,Benzín,5.4 l/100km,Manuál
Mercedes-Benz,GLC 200,1/2020,821 260 Kč,102 180 km,120 kW,Diesel,6.6 l/100km,Automat
DS Automobiles,DS7 Crossback,12/2022,813 260 Kč,20 333 km,165 kW,Hybrid,,Automat
Ford,Kuga,2/2024,813 260 Kč,5 900 km,165 kW,Hybrid,,Automat
Mercedes-Benz,Vito,11/2020,810 760 Kč,35 563 km,100 kW,Diesel,6.5 l/100km,Automat
Volkswagen,Touareg,4/2021,810 760 Kč,164 265 km,170 kW,Diesel,7 l/100km,Automat
Ford,Transit Custom,2/2023,810 260 Kč,13 900 km,96 kW,Diesel,8.3 l/100km,Automat
Mercedes-Benz,C 220,3/2021,808 260 Kč,54 534 km,143 kW,Diesel,5.6 l/100km,Automat
Nissan,Qashqai,12/2024,805 760 Kč,0 km,116 kW,Benzín,6.4 l/100km,Automat
Toyota,Corolla,12/2024,799 760 Kč,11 km,103 kW,Hybrid,3.6 l/100km,Automat
Mitsubishi,Eclipse Cross,11/2024,799 260 Kč,10 km,138 kW,Hybrid,,Automat
Audi,e-tron,11/2022,799 260 Kč,27 600 km,230 kW,Elektro,,Automat
Volvo,C40,11/2022,798 260 Kč,83 112 km,170 kW,Elektro,9.1 kWh/100km,Automat
Toyota,Hilux,6/2021,797 260 Kč,159 800 km,151 kW,Diesel,8.8 l/100km,Automat
Volkswagen,Passat,5/2024,794 760 Kč,19 450 km,110 kW,Benzín,5.1 l/100km,Automat
Volkswagen,T-Roc,3/2024,791 760 Kč,19 093 km,110 kW,Diesel,4.9 l/100km,Automat
Mercedes-Benz,C 300,2/2021,788 260 Kč,41 330 km,225 kW,Hybrid,6.6 l/100km,Automat
BMW,530,4/2022,784 760 Kč,122 000 km,210 kW,Diesel,5.3 l/100km,Automat
Volkswagen,Polo,3/2025,784 260 Kč,10 km,152 kW,Benzín,6.8 l/100km,Automat
Audi,Q4 e-tron,11/2021,781 260 Kč,33 600 km,125 kW,Elektro,17.9 kWh/100km,Automat
BMW,320,7/2022,775 260 Kč,32 468 km,135 kW,Benzín,6.3 l/100km,Automat
Toyota,Yaris Cross,10/2024,773 760 Kč,100 km,96 kW,Hybrid,5.2 l/100km,Automat
Land Rover,Range Rover Velar,1/2019,772 760 Kč,54 062 km,133 kW,Diesel,5.4 l/100km,Automat
Hyundai,Tucson,3/2024,768 760 Kč,13 662 km,100 kW,Hybrid,4.8 l/100km,Automat
Cupra,Leon,6/2024,759 260 Kč,23 960 km,110 kW,Diesel,6.2 l/100km,Automat
Peugeot,308,8/2023,758 760 Kč,18 501 km,133 kW,Hybrid,1.2 l/100km,Automat
Volkswagen,ID.4,2/2023,755 260 Kč,21 711 km,125 kW,Elektro,,Automat
BMW,120,9/2021,754 260 Kč,30 750 km,131 kW,Benzín,5.7 l/100km,Automat
Mazda,CX-5,8/2022,754 260 Kč,26 000 km,143 kW,Benzín,8 l/100km,Automat
Polestar,2,1/2022,753 760 Kč,42 870 km,165 kW,Elektro,,Automat
Lexus,NX 300,12/2021,741 760 Kč,75 400 km,145 kW,Hybrid,,Automat
Mercedes-Benz,CLA 200 Shooting Brake,6/2020,739 760 Kč,65 390 km,121 kW,Benzín,6.2 l/100km,Automat
Volkswagen,Caddy,3/2024,736 260 Kč,8 133 km,55 kW,Diesel,4.5 l/100km,Manuál
BMW,218 Active Tourer,3/2023,731 760 Kč,29 900 km,100 kW,Benzín,5.9 l/100km,Automat
Mercedes-Benz,CLA 180,12/2019,731 260 Kč,25 000 km,85 kW,Diesel,3.9 l/100km,Automat
Land Rover,Range Rover Velar,5/2019,720 760 Kč,140 000 km,132 kW,Diesel,5.9 l/100km,Automat
Lexus,UX,5/2023,720 260 Kč,16 027 km,135 kW,Hybrid,,Automat
Fiat,Ducato,2/2021,716 260 Kč,80 000 km,118 kW,Diesel,7.5 l/100km,Manuál
Lexus,NX 300,3/2019,715 260 Kč,94 620 km,146 kW,Hybrid,,Automat
Volkswagen,Passat,8/2020,707 760 Kč,82 400 km,140 kW,Diesel,5.2 l/100km,Automat
Opel,Vivaro,11/2022,705 260 Kč,15 000 km,100 kW,Elektro,24.4 kWh/100km,Automat
Audi,Q4 e-tron,8/2022,704 760 Kč,25 362 km,125 kW,Elektro,,Automat
MG,MG4,4/2024,704 260 Kč,600 km,125 kW,Elektro,17 kWh/100km,Automat
Audi,A3,2/2022,703 760 Kč,73 520 km,150 kW,Hybrid,6.1 l/100km,Automat
Volkswagen,T-Roc,12/2024,703 760 Kč,0 km,85 kW,Benzín,6 l/100km,Manuál
BMW,X3,2/2020,703 260 Kč,142 202 km,140 kW,Diesel,6.3 l/100km,Automat
Cupra,Formentor,1/2023,694 260 Kč,24 230 km,150 kW,Hybrid,,Automat
MINI,Cooper SE Countryman,3/2021,693 760 Kč,62 383 km,162 kW,Hybrid,7.2 l/100km,Automat
Volkswagen,ID.4,3/2022,687 760 Kč,87 700 km,150 kW,Elektro,,Automat
Ford,Transit,2/2021,681 260 Kč,53 000 km,125 kW,Diesel,7.8 l/100km,Manuál
Cupra,Leon,12/2022,672 760 Kč,18 835 km,150 kW,Hybrid,,Automat
Seat,Leon,1/2024,671 260 Kč,35 050 km,110 kW,Hybrid,,Automat
Opel,Combo,12/2024,670 760 Kč,10 km,74 kW,Diesel,4.1 l/100km,Manuál
Škoda,Octavia,1/2022,668 760 Kč,33 802 km,147 kW,Diesel,5.7 l/100km,Automat
Alfa Romeo,Tonale,12/2022,666 760 Kč,66 420 km,96 kW,Benzín,5.7 l/100km,Automat
Alfa Romeo,Stelvio,1/2022,665 260 Kč,55 645 km,118 kW,Diesel,5.6 l/100km,Automat
